PE,DEN,AC,GR,CNL,classification
0.150538455,0.925182289,0.129431972,0.458100291,0.494342398,1
0.170953269,0.85533129,0.136333302,0.488595345,0.442289646,1
0.065183172,0.954242841,0.104516266,0.471725627,0.427980364,1
0.143604075,0.894430942,0.121036858,0.487670283,0.453040195,1
0.045066535,0.965338688,0.091534646,0.479816587,0.449696473,1
0.910768399,0.580471309,0.46451659,0.288693983,0.559826303,1
0.04854066,0.948853429,0.100111764,0.422817307,0.366453062,1
0.496626424,0.798795308,0.317699844,0.449446829,0.466814964,1
0.314696031,0.838000634,0.223494454,0.418890459,0.541972354,1
0.932313517,0.530804185,0.195109883,0.110916798,0.349933387,1
0.351101526,0.768572334,0.20910129,0.494558929,0.446931472,1
0.257917328,0.809257107,0.180770646,0.49906694,0.442705602,1
0.096089703,0.953186093,0.082976403,0.283671456,0.328466449,1
0.013931169,0.963753567,0.076394591,0.402031404,0.31545929,1
0.05121733,0.949804502,0.103939246,0.434341926,0.379580789,1
0.102101811,0.928246856,0.103874533,0.502732532,0.428384263,1
0.40406632,0.770897178,0.293196682,0.462152435,0.449009241,1
0.033472252,0.961534397,0.075101686,0.301207646,0.313556342,1
0.832382168,0.577935116,0.088218125,0.964181174,0.281698547,3
0.834670513,0.620839057,0.242935202,0.653522967,0.665993501,3
0.915546186,0.533340378,0.073754855,0.825736451,0.148572588,3
0.826924811,0.587551516,0.199615499,0.664005225,0.550902343,3
0.83962166,0.632568953,0.177099554,0.659563861,0.551619716,3
0.913299447,0.336574025,0.114123393,0.395444003,0.115352387,3
0.907134784,0.524569375,0.087693683,0.891551811,0.223910829,3
0.909499407,0.525309099,0.078902204,0.89740876,0.220629399,3
0.837818721,0.625700095,0.186776786,0.671008504,0.593910567,3
0.907828222,0.526788545,0.092233003,0.862189758,0.206995292,3
0.897225555,0.525309099,0.086224167,0.95315774,0.253339201,3
0.818839323,0.58226778,0.090233653,0.961419317,0.289233978,3
0.833540209,0.327697348,0.351876194,0.338975234,0.702605652,3
0.89403574,0.332030012,0.170353263,0.41844259,0.318616133,3
0.725384685,0.61597802,0.011710287,0.999952014,0.263691879,3
0.815087824,0.435485575,0.250676449,0.513300099,0.550022204,3
0.911732277,0.392475959,0.09410158,0.457079257,0.05504884,3
0.892309079,0.523935327,0.130778803,0.880690997,0.228693316,3
0.873669466,0.54654972,0.153701899,0.892450215,0.262060207,3
0.725800748,0.715629293,0.137313429,0.674306204,0.384666703,3
0.815101693,0.435274226,0.25316384,0.510013063,0.553801977,3
0.854558315,0.46729367,0.163458674,0.624846045,0.232207841,3
0.857588639,0.661735179,0.16743041,0.553640266,0.473558673,3
0.675699852,0.724611645,0.130726224,0.632395831,0.370058013,3
0.830038347,0.692063828,0.15620412,0.663162806,0.400464986,3
0.81501848,0.441192011,0.239192656,0.537359708,0.5030413,3
0.852124347,0.662474902,0.161569874,0.557745728,0.436785767,3
0.715641881,0.704322097,0.112798133,0.846687638,0.337776224,3
0.843248341,0.61999366,0.27972028,0.632795713,0.689305113,3
0.767462502,0.708232062,0.14631792,0.591095945,0.395692546,3
0.815108627,0.424389728,0.225830849,0.546967556,0.441106081,3
0.83816544,0.625277396,0.126006247,0.829804591,0.33913662,3
0.848033063,0.619570961,0.215471438,0.678446322,0.640055541,3
0.881429037,0.285216105,0.268357823,0.344744208,0.619159287,3
0.797585449,0.694600021,0.140851052,0.673559756,0.389360774,3
0.852970342,0.637007292,0.136569234,0.804140119,0.347885759,3
0.648052479,0.734650745,0.12635273,0.677318653,0.366706253,3
0.821633879,0.550459685,0.260350985,0.57474874,0.653504779,3
0.843539585,0.478917891,0.168397055,0.649956013,0.270373295,3
0.821273291,0.522561556,0.224795447,0.574090267,0.506935611,3
0.803687703,0.605621896,0.093037866,0.95095572,0.302882152,3
0.848254963,0.29113389,0.299808154,0.347484738,0.657841169,3
0.854967443,0.704744796,0.158092919,0.445703927,0.415455472,3
0.86976541,0.527422593,0.023335639,0.999104263,0.285303497,3
0.826266044,0.705378844,0.161482242,0.551003706,0.390622708,3
0.816557912,0.610799958,0.102254021,0.934621844,0.303941131,3
0.825385378,0.632146254,0.171464163,0.701983418,0.404327146,3
0.860799257,0.548029166,0.147253556,0.765730053,0.189708007,3
0.789278062,0.550036986,0.041356754,0.997003546,0.290634564,3
0.853386404,0.674944521,0.156097614,0.535786836,0.404869697,3
0.851049518,0.635316496,0.136682481,0.801868785,0.346485173,3
0.82793723,0.705801543,0.165514647,0.374026286,0.458459677,3
0.902169767,0.518334566,0.066795553,0.969227693,0.250142168,3
0.829566809,0.681919053,0.151346629,0.488560689,0.420225902,3
0.808278263,0.620205009,0.106508876,0.926496228,0.308355889,3
0.915157861,0.292613336,0.148155488,0.347825971,0.279654938,3
0.863871187,0.541477333,0.132857696,0.718490576,0.167280553,3
0.632470928,0.733065624,0.131456937,0.531793341,0.386378753,3
0.829448925,0.29916517,0.322369938,0.339407107,0.686077938,3
0.825683557,0.623269576,0.116804922,0.882797046,0.323153468,3
0.918493298,0.534608475,0.063569359,0.825733785,0.127306596,3
0.828387965,0.700412131,0.154049729,0.522065527,0.40081664,3
0.850654259,0.550776709,0.080329926,0.976316281,0.281153986,3
0.772552337,0.741730952,0.152121832,0.34649836,0.480513374,3
0.769182229,0.71108528,0.14426599,0.500306577,0.426615948,3
0.843525716,0.584486949,0.090418354,0.959651835,0.285886237,3
0.828131393,0.302652436,0.322016715,0.342288929,0.684775816,3
0.856978413,0.594737398,0.107006354,0.929399376,0.297418462,3
0.825697425,0.684032548,0.149975531,0.473109221,0.427417718,3
0.714463036,0.636478918,0.052143538,0.993225987,0.228201001,3
0.855792634,0.559759062,0.086248434,0.96828397,0.288275471,3
0.918035629,0.489591039,0.047348064,0.551848791,0.019363045,3
0.922605385,0.529219064,0.04517345,0.863424062,0.109161276,3
0.847818097,0.461164536,0.170186089,0.619799525,0.265472251,3
0.847582328,0.401246962,0.194883389,0.535570899,0.375399127,3
0.933818278,0.403043432,0.219563163,0.093412599,0.489218304,1
0.010408504,0.977068583,0.078670318,0.448108555,0.358586072,1
0.849440742,0.684666596,0.216645702,0.169139719,0.664174951,1
0.84772795,0.684032548,0.242606247,0.286542614,0.619967085,1
0.842561837,0.640388883,0.418001701,0.343435259,0.530004079,1
0.226899847,0.906794885,0.131823642,0.319351657,0.383284202,1
0.878717694,0.604353799,0.410453244,0.375359228,0.514352485,1
0.611279462,0.810630878,0.293048382,0.47711338,0.427682965,1
0.225062236,0.865687414,0.190144538,0.460307643,0.496394045,1
0.522082533,0.829018282,0.235667167,0.341347871,0.578116303,1
0.767892434,0.749445208,0.401501333,0.370384687,0.497215909,1
0.591100417,0.799746381,0.196165508,0.321308416,0.490174802,1
0.927591204,0.431258586,0.218423951,0.102519261,0.429738631,1
0.954871055,0.316073127,0.257421391,0.17910213,0.765569709,1
0.920358646,0.445841699,0.379090545,0.281456106,0.630432293,1
0.934497847,0.42195921,0.226932312,0.156873984,0.710691672,1
0.879376461,0.614709923,0.490785867,0.251387593,0.564325458,1
0.927709089,0.424812427,0.220904601,0.097744662,0.454758273,1
0.866728152,0.571171933,0.461039635,0.283535496,0.554181763,1
0.919027245,0.482827856,0.236765933,0.210383621,0.700525873,1
0.468119188,0.715734968,0.21204841,0.473383807,0.465524898,1
0.808673522,0.72292085,0.288864981,0.352581909,0.571631813,1
0.638621723,0.861249075,0.144616517,0.158449521,0.339419953,1
0.709338529,0.783366797,0.289706245,0.464575724,0.446891283,1
0.031808001,0.966078411,0.09033207,0.466511157,0.417012794,1
0.349520488,0.770157455,0.24096012,0.49236224,0.413293305,1
0.034027002,0.965233013,0.091444318,0.466407187,0.418371181,1
0.488818312,0.807566311,0.281122386,0.411074085,0.528064961,1
0.220104154,0.860403677,0.173978518,0.47012343,0.468052784,1
0.934768288,0.472366057,0.536011896,0.14765802,0.655009856,1
0.865084703,0.620099334,0.274435416,0.327383967,0.597276394,1
0.944927154,0.357286273,0.378611941,0.265452801,0.632522119,1
0.630661054,0.747120364,0.258361072,0.467713471,0.456635098,1
0.670935933,0.651379055,0.245942991,0.439511077,0.485402362,1
0.697806656,0.785268942,0.280333701,0.465666071,0.445768001,1
0.553245637,0.736235866,0.256658321,0.476342939,0.444745192,1
0.77106838,0.790341329,0.180398549,0.190480126,0.367743128,1
0.831418289,0.685511994,0.423874371,0.362973528,0.49633778,1
0.836001914,0.566733594,0.255880422,0.396958226,0.524180698,1
0.933214987,0.525309099,0.19522313,0.109207966,0.348914596,1
0.072949677,0.954031491,0.105186312,0.473461118,0.437882926,1
0.846368812,0.690690056,0.212227718,0.16475967,0.638156612,1
0.744606786,0.758216211,0.388237943,0.393735171,0.475252638,1
0.794319356,0.714044172,0.440219699,0.343054037,0.510799781,1
0.929033555,0.431258586,0.216315399,0.105918264,0.402667342,1
0.819962693,0.390890838,0.303681474,0.420820559,0.638431907,3
0.918202054,0.505442249,0.041701888,0.972282797,0.205184779,3
0.839600857,0.557011519,0.079995578,0.975564501,0.280643586,3
0.855757962,0.571488957,0.089475976,0.963061502,0.2914504,3
0.804485157,0.63161788,0.11346683,0.906494095,0.317910817,3
0.831328142,0.612385079,0.22302394,0.655493055,0.652122279,3
0.818492604,0.48314488,0.248805176,0.538338087,0.564275222,3
0.904388769,0.508295467,0.03867118,0.990578764,0.250642521,3
0.827694527,0.683715524,0.15069411,0.483140945,0.422587004,3
0.812709332,0.376096375,0.269695217,0.463650662,0.579918778,3
0.785145171,0.704005072,0.14941334,0.597840633,0.392027312,3
0.845009673,0.68720279,0.153173412,0.491866386,0.401682712,3
0.862581392,0.61999366,0.223518721,0.666663112,0.647876314,3
0.807681906,0.695656768,0.159660852,0.546469036,0.401244652,3
0.8990701,0.502589031,0.092822158,0.583730106,0.065214639,3
0.83078726,0.678220437,0.167048876,0.651819466,0.432101742,3
0.864814263,0.665222445,0.172908064,0.532809043,0.503107612,3
0.775998724,0.713410124,0.143388326,0.400389219,0.46238614,3
0.748094779,0.720807355,0.141165178,0.450161286,0.441986219,3
0.845391064,0.665011096,0.154820888,0.561789875,0.383720253,3
0.441345547,0.797527211,0.13236561,0.433630135,0.36540413,3
0.836910318,0.677903413,0.154327454,0.489080536,0.41374945,3
0.744988177,0.649371235,0.086813322,0.961525952,0.279996544,3
0.844558939,0.465708549,0.171375184,0.629284743,0.276552349,3
0.846375746,0.660678432,0.155556994,0.722777319,0.364724937,3
0.824775153,0.686885766,0.160983416,0.59698755,0.389690324,3
0.825822244,0.58406425,0.233794546,0.633643465,0.648041089,3
0.830939817,0.650850682,0.176541407,0.662624297,0.520507426,3
0.881040712,0.32463278,0.206669174,0.416971022,0.445639396,3
0.827132842,0.602240304,0.232716002,0.644410973,0.65725441,3
0.66649793,0.725140019,0.134223401,0.527559916,0.394565246,3
0.817591135,0.335834302,0.291146101,0.397960598,0.641858016,3
0.824941578,0.608475114,0.282790084,0.594201701,0.686455715,3
0.912488125,0.5445419,0.078695933,0.71723761,0.084710308,3
0.827867886,0.684772271,0.150659058,0.487230412,0.420764434,3
0.828207671,0.680439607,0.151311576,0.473143878,0.426812874,3
0.926169657,0.485786748,0.031059359,0.562144438,0.007477158,3
0.908785166,0.549085914,0.089876385,0.730604356,0.104330562,3
0.915844365,0.52087076,0.056015509,0.601426248,0.035627521,3
0.91377792,0.525626123,0.074222673,0.867924076,0.189344297,3
0.838352669,0.62982141,0.180739638,0.667398896,0.575389481,3
0.821162341,0.710028532,0.153091173,0.500309243,0.41258397,3
0.827583577,0.596850893,0.193935619,0.668881128,0.58410044,3
0.817764495,0.702948325,0.146471612,0.476532217,0.42639089,3
0.821502125,0.426608898,0.31497787,0.428604943,0.672680946,3
0.826973351,0.653809574,0.165880004,0.710570233,0.481092095,3
0.585837222,0.736024517,0.072761247,0.96638586,0.228122633,3
0.849773592,0.657191166,0.161695255,0.779152782,0.371114983,3
0.920705365,0.500369862,0.04371472,0.575465863,0.018569313,3
0.842367675,0.619570961,0.205960032,0.670779238,0.623610215,3
0.960300675,0.265560604,0.136234885,0.209797126,0.653056672,2
0.939171619,0.414667653,0.170145644,0.302812508,0.624160804,2
0.906191708,0.563986051,0.32379766,0.135493589,0.664020223,2
0.932590892,0.515587023,0.15082758,0.216405854,0.44814116,2
0.981443599,0.172461165,0.141701753,0.194932153,0.690239506,2
0.952340007,0.348409595,0.184545549,0.539767002,0.579243603,2
0.946494324,0.376307725,0.160399654,0.191162592,0.896903239,2
0.966042341,0.266088978,0.178306174,0.216024633,0.716064937,2
0.992143348,0.050723872,0.101733624,0.115544774,0.767295825,2
0.949982317,0.175737081,0.444868222,0.02006878,0.878414304,2
0.939483666,0.416464123,0.093955977,0.176486897,0.423854966,2
0.977934803,0.135686357,0.134986471,0.153349684,0.712793555,2
0.996456532,0.011729895,0.098589669,0.071416385,0.861149123,2
0.992774376,0.0196555,0.140833525,0.109319933,0.829369696,2
0.932403664,0.488217267,0.279713539,0.221668311,0.613118885,2
0.920192221,0.576138645,0.165462068,0.208213591,0.475079825,2
0.960210528,0.164429885,0.38582605,0.045336035,0.807508907,2
0.892087179,0.616295044,0.253550768,0.099218896,0.770147232,2
0.932313517,0.447215471,0.284277126,0.195883874,0.611234022,2
0.905706301,0.200253619,0.874853891,0.047306124,0.88127174,2
0.941709602,0.321145514,0.192262528,0.414979606,0.629232652,2
0.916003856,0.303920533,0.816334812,0.10138626,0.782487255,2
0.955356462,0.287646624,0.12844106,0.220921863,0.647221234,2
0.968892371,0.225509881,0.16194332,0.20162619,0.682117316,2
0.948685588,0.364049456,0.135289811,0.211287356,0.630016337,2
0.991137862,0.018493078,0.172038488,0.083231585,0.859350667,2
0.948158575,0.328542745,0.200867958,0.199997334,0.642890873,2
0.944372404,0.325478178,0.209911546,0.514270481,0.60118678,2
0.898556956,0.614815598,0.321579905,0.202892485,0.620501599,2
0.979751611,0.123005389,0.134045442,0.147284796,0.735442049,2
0.928097414,0.470463912,0.32737438,0.165252859,0.711889304,2
0.990798078,0.004755363,0.355136092,0.012641625,0.93307532,2
0.918236726,0.303814858,0.866505964,0.143392605,0.7856019,2
0.910109633,0.26925922,0.221857764,0.046455706,0.924412588,2
0.922917432,0.329388143,0.68709563,0.160424942,0.73215861,2
0.944157438,0.298848145,0.147470613,0.455759644,0.637194087,2
0.928617493,0.535876572,0.270970595,0.252987124,0.568565394,2
0.925850675,0.418683293,0.51661429,0.152094052,0.733024682,2
0.97097962,0.159780197,0.254727728,0.077547919,0.762891114,2
0.990853553,0.059917574,0.139725322,0.128412999,0.77853467,2
0.9829969,0.092042693,0.144233634,0.12870358,0.774001354,2
0.97992497,0.181126493,0.140013832,0.195060116,0.693508879,2
0.939234028,0.386875198,0.208161609,0.319447629,0.635228846,2
0.93703583,0.449751664,0.228083657,0.182861027,0.697557917,2
0.95403893,0.297897073,0.128308938,0.226099011,0.645941216,2
0.912377175,0.294092782,0.260274139,0.058153608,0.909174941,2
0.895575172,0.600972208,0.252824099,0.076785476,0.822197975,2
0.929213849,0.448906267,0.40065198,0.17872624,0.704838149,2
